slug,type,output_path,aspect,prompt,alt_en,alt_ar,alt_ru,kw,cluster,role
rolls-royce-fast-performance-elegance,inline,public/images/blog/rolls-royce-fast-performance-elegance-inline.webp,1600x900,"Signature detail close-up of the Rolls-Royce Wraith's fastback rear haunch and slim tail light, twin tailpipes glinting, warm dusk reflections sliding across deep paint, power held in elegance, no readable plate, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Wraith coupe poised on Sheikh Zayed Road at blue hour.","كوبيه رولز رويس رايث على شارع الشيخ زايد عند الساعة الزرقاء.","Купе Rolls-Royce Wraith на трассе шейха Зайда в синий час.","are rolls royce fast",MODEL-INFO,Pillar
rolls-royce-fast-speed-power-effortless-grace,cover,public/images/blog/rolls-royce-fast-speed-power-effortless-grace-cover.jpg,1200x630,"A Rolls-Royce Ghost gliding along an empty Sheikh Zayed Road at golden hour, long body cutting clean lines, faint motion blur in the wheels suggesting effortless speed, the city skyline hazed gold beyond, no readable plate, no people, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Ghost gliding along Sheikh Zayed Road with effortless speed.","رولز رويس غوست تنساب على شارع الشيخ زايد بسرعةٍ بلا عناء.","Rolls-Royce Ghost скользит по трассе шейха Зайда с непринуждённой скоростью.","rolls royce fast speed power effortless grace dubai",BRAND-INFO,Supporting
rolls-royce-fast-speed-power-effortless-grace,inline,public/images/blog/rolls-royce-fast-speed-power-effortless-grace-inline.webp,1600x900,"Detail of the Rolls-Royce Ghost's RR badge and front wheel mid-roll, spoke pattern softly blurred with motion while the self-levelling centre stays upright, warm low light, power without drama, no readable plate, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Ghost gliding along Sheikh Zayed Road with effortless speed.","رولز رويس غوست تنساب على شارع الشيخ زايد بسرعةٍ بلا عناء.","Rolls-Royce Ghost скользит по трассе шейха Зайда с непринуждённой скоростью.","rolls royce fast speed power effortless grace dubai",BRAND-INFO,Supporting
fast-can-rolls-royce-go-top-speeds-didnt-expect,cover,public/images/blog/fast-can-rolls-royce-go-top-speeds-didnt-expect-cover.jpg,1200x630,"A Rolls-Royce Wraith coupe streaking along a coastal stretch of Dubai Marina at blue hour, low panning angle with the background drawn into speed lines while the car stays crisp, fastback silhouette and broad grille, no readable plate, no people, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Wraith streaking through Dubai Marina at blue hour.","رولز رويس رايث تنطلق عبر مرسى دبي عند الساعة الزرقاء.","Rolls-Royce Wraith мчится по Dubai Marina в синий час.","how fast can a rolls royce go",MODEL-INFO,Pillar
fast-can-rolls-royce-go-top-speeds-didnt-expect,inline,public/images/blog/fast-can-rolls-royce-go-top-speeds-didnt-expect-inline.webp,1600x900,"Signature close-up of the Rolls-Royce Wraith's analogue power-reserve dial on the dashboard glowing softly, fine chrome bezel and champagne backlight, conveying hidden speed, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Wraith streaking through Dubai Marina at blue hour.","رولز رويس رايث تنطلق عبر مرسى دبي عند الساعة الزرقاء.","Rolls-Royce Wraith мчится по Dubai Marina в синий час.","how fast can a rolls royce go",MODEL-INFO,Pillar
long-does-take-build-rolls-royce-process,cover,public/images/blog/long-does-take-build-rolls-royce-process-cover.jpg,1200x630,"A reverent Goodwood-workshop scene, a Rolls-Royce body in mid-assembly on a slow-moving line, a craftsman's gloved hands laying a hand-finished component, soft skylight tracing the unhurried process of building by hand, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","A Rolls-Royce taking shape by hand inside the Goodwood workshop.","رولز رويس تتشكَّل يدوياً داخل ورشة جودوود.","Rolls-Royce обретает форму вручную в мастерской Goodwood.","how long does it take to build a rolls royce",BRAND-INFO,Pillar
long-does-take-build-rolls-royce-process,inline,public/images/blog/long-does-take-build-rolls-royce-process-inline.webp,1600x900,"Detail of a craftsman applying many hand-painted coachline passes along a Rolls-Royce flank with a long squirrel-hair brush, paint pot and steadying gloved hand, the patient hours of the build implied, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","A Rolls-Royce taking shape by hand inside the Goodwood workshop.","رولز رويس تتشكَّل يدوياً داخل ورشة جودوود.","Rolls-Royce обретает форму вручную в мастерской Goodwood.","how long does it take to build a rolls royce",BRAND-INFO,Pillar
long-does-take-build-rolls-royce-hand,cover,public/images/blog/long-does-take-build-rolls-royce-hand-cover.jpg,1200x630,"A reverent hero of a finished Rolls-Royce Phantom resting under a single skylight in the Goodwood atelier, glossy deep-black body and Pantheon grille immaculate, faint dust motes in the golden beam, the end of a long handmade journey, no people, no readable plate, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Hand-fitting the Starlight Headliner of a Rolls-Royce Phantom at Goodwood.","تركيب سقف النجوم يدوياً في رولز رويس فانتوم بورشة جودوود.","Ручная установка звёздного потолка Rolls-Royce Phantom в Goodwood.","long does take build rolls royce hand dubai",MODEL-INFO,Supporting
long-does-take-build-rolls-royce-hand,inline,public/images/blog/long-does-take-build-rolls-royce-hand-inline.webp,1600x900,"Signature detail of the Rolls-Royce Phantom's Starlight Headliner being hand-fitted, a craftsman's gloved hand threading a tiny fibre-optic point into the leather roof, hundreds of pinpoints glowing, the hours of handwork made visible, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Hand-fitting the Starlight Headliner of a Rolls-Royce Phantom at Goodwood.","تركيب سقف النجوم يدوياً في رولز رويس فانتوم بورشة جودوود.","Ручная установка звёздного потолка Rolls-Royce Phantom в Goodwood.","long does take build rolls royce hand dubai",MODEL-INFO,Supporting
rolls-royce-reliable-honest-verdict-after-years-renting,cover,public/images/blog/rolls-royce-reliable-honest-verdict-after-years-renting-cover.jpg,1200x630,"A reassuring heritage scene, a Rolls-Royce Ghost gleaming and ready under a five-star hotel porte-cochere in Dubai at golden hour, paint flawless after careful upkeep, calm dependable presence, no readable plate, no people, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Pristine Rolls-Royce Ghost ready under a Dubai hotel porte-cochere.","رولز رويس غوست بحالةٍ مثالية جاهزة تحت مدخل فندق فاخر بدبي.","Безупречный Rolls-Royce Ghost наготове под навесом отеля в Дубае.","is rolls royce reliable",BRAND-INFO,Pillar
rolls-royce-reliable-honest-verdict-after-years-renting,inline,public/images/blog/rolls-royce-reliable-honest-verdict-after-years-renting-inline.webp,1600x900,"Detail of a white-gloved hand wiping the immaculate RR badge and grille of a Rolls-Royce Ghost during a meticulous pre-handover check, soft warm light, the quiet routine behind reliability, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Pristine Rolls-Royce Ghost ready under a Dubai hotel porte-cochere.","رولز رويس غوست بحالةٍ مثالية جاهزة تحت مدخل فندق فاخر بدبي.","Безупречный Rolls-Royce Ghost наготове под навесом отеля в Дубае.","is rolls royce reliable",BRAND-INFO,Pillar
